,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
1875,1,0,2,24,38,2,1,1,75,87,3000,0,500,1214
1879,1,3,2,60,58,2,2,1,45,150,10000,0,1000,1000
1881,2,0,6,36,26,1,2,2,35,0,0,0,550,600
1882,2,0,6,60,33,2,2,2,75,0,0,0,2000,3467
1883,1,3,2,60,35,2,1,1,60,104,5000,0,1000,1317
1884,2,5,3,36,50,2,1,1,60,165,8000,0,750,875
1885,1,2,1,60,45,2,1,3,88,129,0,0,850,1044
1886,1,22,1,60,40,2,1,3,91,160,7000,0,1600,1700
1887,1,0,1,36,26,2,1,1,95,198,0,0,575,650
1888,2,18,2,48,32,2,1,1,75,71,4000,39,660,1461
1889,1,20,1,60,44,2,1,1,91,162,3000,0,1500,1519
1890,1,20,2,60,34,2,1,1,75,61,1500,700,800,1177
1891,1,35,6,60,54,2,1,1,75,156,0,0,950,1164
1892,2,27,2,18,47,2,2,3,75,0,99999999,99999999,5000,6500
1893,1,6,1,60,29,1,1,1,45,95,2500,0,1250,1490
1895,1,5,2,48,33,2,1,1,75,158,4000,1100,1250,1550
1896,1,8,5,60,24,1,1,1,35,110,0,0,1250,1500
1899,2,7,1,60,49,2,2,1,67,68,0,0,1300,1500
1900,2,2,5,30,25,2,1,3,35,31,0,0,250,550
1901,1,10,6,60,31,2,1,1,45,125,0,0,1200,1682
1902,2,0,6,36,24,2,1,2,60,0,0,0,800,1250
1903,1,17,2,60,51,1,1,1,35,155,3000,0,1250,1668
1905,2,1,5,60,27,1,1,2,35,82,8000,0,1100,1300
1906,1,20,2,12,43,2,1,3,90,0,3000,0,500,1909
1908,2,1,1,60,24,2,1,1,57,124,0,0,1350,1427
1910,1,10,2,48,36,2,1,2,75,82,3000,0,1000,1400
1911,1,7,2,36,51,2,1,1,75,100,12000,0,1000,1300
1913,1,0,6,18,22,1,1,2,35,150,0,0,175,475
1914,1,6,2,36,23,2,1,1,45,117,3000,50,600,940
1915,1,15,2,12,46,2,1,3,45,265,7000,0,400,1127
1916,1,1,1,36,27,2,1,1,55,100,0,0,1000,1300
1917,1,13,2,36,51,2,2,1,45,382,5000,1000,1400,2438
1920,2,10,3,60,44,2,1,3,60,70,15000,2880,1150,1297
1922,1,35,2,48,50,1,1,3,35,100,12000,0,800,1161
1923,1,10,2,60,47,2,1,3,60,85,15000,0,1500,1813
1925,2,0,1,48,32,1,1,1,41,60,0,0,800,1566
1927,1,28,2,24,53,2,1,1,75,110,3500,0,500,788
1928,1,2,2,36,40,2,1,3,105,144,6000,0,2000,2532
1930,1,1,2,48,36,2,1,1,60,75,5500,0,1085,1736
1931,1,2,1,12,66,2,1,4,51,60,20000,0,500,1504
1932,1,1,2,12,22,1,1,1,45,80,3500,0,200,1156
1933,2,0,2,60,28,2,1,1,35,78,9500,0,1400,1850
1934,1,3,2,48,25,1,1,1,35,125,4000,0,1000,1301
1935,1,30,2,24,51,2,2,3,45,0,20000,0,1000,1588
1939,1,6,1,60,46,2,1,1,82,217,0,0,1245,1503
1940,2,11,5,48,50,2,1,1,105,60,0,0,1500,1637
1942,1,15,1,6,41,2,1,3,93,175,20000,1000,500,1825
1943,1,6,2,36,38,2,1,3,90,130,7000,300,800,960
1944,1,4,2,60,26,1,1,1,35,130,3000,0,700,1504
1946,2,6,1,60,41,5,2,1,55,97,7000,5000,1900,2260
1947,2,4,6,12,30,1,1,3,35,0,0,0,350,999
1948,1,0,2,36,40,2,1,1,75,126,8000,0,2000,2261
1949,1,1,5,36,23,1,1,2,35,56,0,0,500,550
1950,1,12,2,18,31,2,2,1,60,153,4500,400,600,1850
1951,1,2,6,36,44,2,2,3,120,150,0,0,800,800
1952,1,30,1,6,49,2,2,3,81,208,2000,0,800,1804
1953,1,23,2,60,45,2,2,1,60,248,10000,0,1400,2099
1955,1,18,2,36,33,2,1,3,75,68,9000,3000,850,1340
1956,1,6,1,12,33,2,1,1,85,250,0,0,500,1500
1957,1,10,2,12,48,2,1,1,75,165,4000,0,300,850
1958,2,3,1,60,31,2,2,2,58,130,0,0,1500,1537
1959,2,0,2,24,54,2,2,3,45,185,60000,0,1400,1640
1960,2,6,5,36,28,2,1,1,75,83,7000,0,675,775
1961,2,0,1,48,44,2,1,3,90,0,0,0,600,700
1963,1,7,2,36,34,2,1,1,60,190,5000,0,600,848
1965,1,3,2,48,37,3,1,4,45,110,10000,0,1700,2481
1967,1,1,1,36,43,2,1,1,92,173,0,0,550,590
1968,1,0,2,12,21,1,1,1,35,147,1500,0,350,350
1969,2,15,2,48,45,2,1,3,150,0,8000,0,1250,1757
1970,1,2,1,60,34,2,1,1,91,160,0,0,1100,1378
1975,2,2,5,60,54,1,1,3,35,120,0,0,600,847
1976,2,0,6,60,43,2,1,1,120,0,0,0,1200,1285
1977,1,20,5,60,46,1,1,1,35,108,8000,0,550,1106
1979,2,0,6,48,26,2,1,4,45,0,3500,0,1400,1463
1980,1,4,2,60,26,1,2,1,35,155,4000,0,1350,1610
1981,1,8,2,48,53,2,1,1,45,147,8000,700,750,797
1982,2,0,5,60,23,1,1,4,35,46,0,0,1340,1340
1984,1,7,2,60,52,3,1,1,35,112,4500,0,1350,1445
1985,1,7,2,60,55,2,1,1,45,89,5000,0,1250,1455
1986,1,0,2,48,44,2,1,2,75,120,4000,0,900,1204
1987,1,5,2,60,37,2,1,4,75,145,3000,672,1300,1510
1989,1,10,1,60,31,2,1,1,59,138,0,0,1600,1796
1990,1,1,6,60,27,1,1,1,35,125,4000,1200,1500,1558
1992,2,1,2,36,35,2,1,3,75,43,3000,280,800,950
1993,1,28,1,48,51,2,1,1,112,373,15000,0,1300,2093
1994,2,0,6,36,37,2,1,4,75,75,0,0,500,800
1996,1,1,2,42,38,2,1,1,75,174,8000,0,1300,1683
1997,2,0,1,48,21,1,1,2,50,148,0,0,1500,1575
1998,1,3,5,60,28,1,1,1,35,187,0,0,700,873
1999,1,1,2,48,27,2,1,1,45,90,5000,0,350,1680
2000,1,2,1,36,32,2,1,1,67,224,0,0,750,900
2001,1,5,1,60,39,2,1,1,93,178,0,0,1100,1338
2003,1,4,1,48,34,2,1,1,79,185,0,0,750,1431
2006,1,15,2,36,51,2,2,3,45,160,15000,0,2000,3318
2007,1,0,5,12,27,1,1,3,45,857,35000,0,1000,2000
2008,1,3,1,60,42,2,1,1,105,150,25000,0,1000,1338
2009,2,5,1,60,47,1,2,1,46,106,8500,0,2500,2664
2010,2,0,5,48,26,1,1,1,35,120,0,0,1100,1100
2011,1,16,2,60,42,2,1,1,75,100,2000,0,1050,1490
2012,1,14,1,36,32,2,1,1,87,120,0,0,550,750
2013,1,5,2,48,40,2,1,3,75,61,11000,770,1200,1483
2017,1,8,5,60,32,4,1,1,75,118,3500,0,1350,1729
2018,1,2,5,36,24,1,1,1,35,69,3000,0,600,1604
2019,2,15,2,60,52,2,2,1,60,130,4000,0,1300,1450
2020,2,0,2,60,36,2,1,2,90,113,4000,198,400,790
2021,1,0,5,36,27,2,1,3,60,0,0,0,600,900
2024,1,0,2,48,47,1,1,1,60,99999999,20000,0,1600,1856
2025,2,4,3,60,23,2,2,1,75,100,8000,1000,800,949
2026,2,1,1,60,21,1,1,2,41,60,0,0,850,930
2027,2,1,5,36,25,1,1,2,35,53,0,0,600,1415
2028,1,12,5,36,30,1,1,1,35,59,0,0,600,1206
2029,1,2,2,60,45,2,1,1,75,165,3000,0,900,1500
2030,1,1,5,30,22,1,1,1,35,111,0,0,775,1100
2032,1,3,3,36,20,2,1,1,45,50,1500,100,1000,1387
2033,1,1,2,60,29,2,2,1,60,111,4000,2000,750,856
2035,1,12,1,18,27,2,1,1,67,68,0,0,100,675
2036,2,14,2,60,37,2,2,1,75,60,2500,0,1500,1648
2037,2,10,2,24,53,2,2,1,60,60,3000,0,1750,2038
2038,1,20,1,24,40,2,1,1,87,117,0,0,350,350
2039,1,15,2,36,38,2,2,3,45,110,7000,0,450,550
2040,1,8,2,36,52,2,1,1,60,65,5000,0,625,725
2041,2,2,1,60,54,2,1,1,75,99999999,0,0,1700,1700
2043,1,4,2,60,31,2,1,1,60,177,3000,0,1300,1409
2044,1,13,2,60,50,2,1,1,45,90,3000,0,800,1268
2045,1,4,5,60,32,1,1,1,35,150,0,0,700,2061
2046,1,5,5,48,28,2,1,1,45,120,0,0,1100,1537
2047,1,0,2,60,22,1,1,2,45,150,4000,0,1550,1657
2048,1,7,2,36,31,2,1,1,45,180,9000,1600,700,1400
2049,1,7,1,24,32,1,1,3,67,320,0,0,2000,3400
2050,1,6,2,60,50,2,1,1,60,260,6000,0,1650,1800
2051,1,0,3,36,60,2,1,1,60,140,3000,0,1000,2050
2052,1,11,2,36,55,5,1,1,35,182,2000,0,500,1135
2054,1,2,2,60,38,2,1,1,60,88,3500,500,1100,1263
2055,1,16,2,36,43,2,1,1,90,350,11000,0,600,2467
2056,1,7,2,60,44,2,1,3,90,190,10000,0,1350,1527
2057,1,2,1,60,30,2,2,1,52,70,0,0,950,1175
2058,1,14,2,36,50,2,1,1,45,80,2500,0,600,1180
2059,2,2,1,60,39,2,2,1,89,140,0,0,1500,1967
2060,1,13,2,60,27,2,1,1,60,112,3000,1485,800,1200
2061,2,15,1,60,39,2,1,1,90,150,0,0,1450,1450
2062,1,8,1,36,30,2,1,1,71,112,8000,0,1000,1175
2064,1,4,1,60,34,2,1,2,84,85,0,0,800,1293
2065,1,17,2,48,34,2,1,1,60,162,3500,0,1250,1650
2066,2,0,5,60,25,1,2,1,35,95,8000,0,1250,1742
2067,1,20,2,12,47,2,1,3,90,400,15000,1000,800,2335
2068,1,6,6,12,60,2,1,3,90,700,28000,0,1350,1612
2070,1,5,2,48,39,2,2,3,45,100,30000,0,1550,2294
2071,1,12,6,36,41,1,1,1,35,100,0,0,500,1600
2072,1,5,2,60,31,4,2,1,35,64,5000,0,400,824
2073,1,1,3,36,27,2,1,1,45,124,99999999,99999999,1300,1636
2074,1,40,2,24,60,2,1,3,45,80,7500,0,325,1365
2075,2,8,1,24,30,2,2,3,60,0,0,0,450,600
2076,1,4,2,60,37,2,1,1,75,0,5000,900,500,1205
2078,2,20,2,48,51,2,2,1,45,213,5000,1000,1100,1376
2079,1,6,1,48,34,2,1,1,87,120,0,0,1150,1400
2080,1,2,1,60,26,2,1,2,85,97,6000,0,1070,1172
2081,1,2,2,48,30,2,1,1,75,180,4000,0,1500,2065
2082,2,3,3,30,22,1,1,3,60,99999999,5000,0,1200,1426
2083,2,1,5,60,24,1,1,1,35,70,0,0,1750,1750
2084,1,14,2,60,49,2,1,3,60,103,36000,0,1300,1648
2085,2,1,1,60,55,2,2,1,91,157,0,0,2500,2860
2087,2,1,6,48,32,2,1,1,60,69,0,0,2000,2580
2089,1,4,3,60,27,2,1,1,45,53,2500,300,780,861
2090,1,2,5,36,22,1,1,1,35,52,0,0,800,1762
2091,1,6,2,60,38,2,1,1,90,145,3000,0,1800,2218
2092,1,1,2,12,27,2,1,1,45,70,6000,5700,600,1628
2094,1,20,2,36,48,2,1,1,75,303,8000,0,1000,1831
2095,1,3,1,48,33,2,1,3,89,291,0,0,900,1041
2096,1,0,2,18,20,1,1,2,35,180,4000,0,700,960
2097,2,2,5,48,20,1,1,1,35,136,0,0,900,1022
2099,1,3,1,48,36,2,1,1,71,105,0,0,350,1526
2100,1,4,2,36,27,2,1,1,60,94,12000,0,1000,1888
2102,1,1,5,36,29,1,1,1,35,66,0,0,700,1018
2104,1,2,6,36,29,1,1,1,35,70,0,0,300,850
2105,1,7,2,60,39,2,1,1,90,142,6000,0,1300,1534
2106,1,18,2,60,38,2,1,1,75,138,6000,0,1000,2018
2108,1,9,2,36,43,2,1,3,90,142,24000,0,2500,2700
2109,1,30,2,24,58,2,1,3,60,216,11000,0,983,1200
2110,1,15,5,18,30,2,1,1,45,260,8000,1500,500,2071
2113,1,12,1,36,51,2,1,1,74,139,0,0,600,690
2114,2,12,1,48,47,2,1,3,75,300,0,0,2000,2196
2116,1,2,5,48,32,2,1,1,60,167,2000,0,1450,1698
2117,2,2,1,36,35,1,1,1,47,120,0,0,900,1200
2120,2,15,2,60,44,2,1,1,75,240,10000,7000,1000,1026
2121,1,8,3,60,47,2,1,3,75,178,2500,0,1600,1661
2122,1,14,2,36,33,2,1,1,60,92,7000,0,800,1115
2123,1,7,5,30,29,1,1,1,35,250,3500,0,500,1634
2125,1,14,2,60,30,2,1,1,45,120,6500,3000,760,895
2126,1,6,2,36,28,2,1,1,45,89,5000,0,800,1054
2127,1,5,2,48,55,2,1,3,90,41,30000,0,850,1344
2128,1,29,2,60,52,2,1,1,60,212,2200,0,1250,1301
2129,1,2,1,36,24,2,1,1,71,113,0,0,700,1338
2130,1,32,1,36,52,2,1,1,63,180,0,0,1100,1489
2131,1,12,2,60,34,2,1,1,75,172,10000,3900,1000,1568
2132,2,2,2,60,27,1,1,1,60,46,3000,0,700,1130
2133,1,5,5,48,53,2,1,1,60,50,0,0,650,869
2134,2,1,3,48,41,2,1,2,75,80,4000,30,1100,1409
2136,1,9,5,60,32,2,1,3,75,160,2000,0,1200,1541
2137,1,4,2,60,22,1,1,4,35,130,4000,0,750,997
2139,1,1,3,24,55,2,1,1,60,184,15000,0,1600,4200
2140,2,1,1,60,56,2,1,2,88,133,0,0,750,784
2141,1,11,1,48,31,2,1,1,67,66,6200,0,1000,1541
2142,2,0,2,36,35,2,2,1,75,120,4000,0,900,975
2143,1,4,2,36,45,2,2,1,60,98,2500,0,450,575
2144,2,1,5,60,22,1,1,1,35,45,0,0,1350,1520
2145,1,1,2,60,25,2,1,1,45,171,15000,0,550,2055
2146,1,9,5,60,35,2,1,1,60,118,0,0,1000,1656
2147,1,12,2,36,56,2,1,1,75,205,5500,1950,275,300
2148,1,4,2,60,38,2,1,1,75,145,4500,0,1450,1657
2149,2,2,3,36,34,2,2,1,105,135,1200,0,400,425
2150,2,0,3,48,46,2,1,2,75,125,8500,0,1575,1702
2151,1,12,2,48,31,5,1,1,35,117,4000,0,660,933
2152,1,27,2,36,46,2,2,1,60,260,15000,8000,690,1242
2156,2,0,1,30,30,2,1,3,75,0,0,0,600,830
2158,1,2,1,48,37,4,1,1,50,148,0,0,700,1805
2160,1,1,1,48,46,2,1,1,95,200,0,0,1420,1595
2161,1,3,2,48,28,2,1,2,75,61,4000,50,1250,1484
2162,1,3,2,60,58,2,1,1,75,150,5000,0,1100,2035
2163,1,19,2,36,37,2,1,1,75,170,2500,0,950,1339
2165,1,25,2,24,54,2,1,3,75,215,15000,0,1500,2070
2166,1,8,1,60,34,2,1,2,81,60,0,0,600,1400
2169,1,18,2,18,50,2,1,1,60,75,3000,0,280,434
2171,1,13,2,36,61,2,1,3,60,120,2500,0,600,980
2173,1,4,1,60,21,1,1,1,47,120,8000,0,2100,2100
2175,1,25,2,48,44,2,1,3,75,250,20000,0,700,1100
2177,1,6,5,60,31,2,2,1,45,94,0,0,500,1418
2180,2,0,5,36,23,1,2,2,35,66,0,0,1000,1200
2187,1,0,2,48,31,2,1,1,75,178,5000,0,1100,1487
2188,1,3,2,12,57,2,1,1,45,150,19000,1408,550,800
2189,2,2,5,36,36,2,1,3,90,59,0,0,500,715
2190,1,4,5,60,26,1,1,3,35,60,0,0,600,710
2191,1,5,2,48,32,2,1,3,75,110,9500,0,1195,1244
2192,1,20,1,60,38,2,1,1,75,150,0,0,1150,1450
2193,1,12,5,48,38,4,1,1,35,154,0,0,1300,2094
2196,2,7,1,60,38,2,1,3,90,0,0,0,1370,1397
2198,2,1,2,48,33,2,1,3,60,198,3000,0,1800,2196
2199,2,0,4,48,37,2,1,1,60,80,18000,0,900,975
2200,1,7,1,60,60,2,1,1,68,77,4000,0,800,1054
2201,1,8,1,48,26,2,1,3,82,219,0,0,1400,1635
2203,1,20,1,60,45,2,2,3,93,175,1500,0,1500,1645
2204,2,5,2,60,28,2,2,3,75,0,21500,0,2000,2700
2205,1,18,2,60,35,2,1,1,75,179,7000,3200,1000,1455
2206,1,4,5,60,28,5,1,1,35,185,0,0,1500,1797
2207,1,14,2,60,29,2,1,1,60,210,8000,2500,1100,2050
2208,1,0,1,60,25,2,1,1,53,77,0,0,870,920
2209,1,30,2,36,52,2,1,3,45,33,3000,0,600,1011
2210,2,0,1,36,36,2,1,2,82,70,3500,0,500,1350
2212,2,10,2,36,40,2,1,3,90,17,9000,0,450,550
2213,1,2,2,24,20,1,1,1,45,176,5000,0,700,1299
2214,1,1,5,48,23,1,1,1,35,65,0,0,400,1195
2215,1,1,1,60,35,2,1,2,83,76,10000,0,1000,1350
2216,1,19,4,36,43,2,1,1,75,110,2000,300,700,1553
2217,2,8,1,60,58,2,2,1,60,0,0,0,1400,1996
2218,1,0,2,24,33,4,1,1,35,170,3000,0,600,1589
2219,2,5,6,60,42,2,1,1,75,95,0,0,1000,1067
2220,2,2,2,48,43,2,1,2,60,95,4000,1300,700,975
2224,1,14,2,60,45,2,2,1,60,164,4000,0,1050,1383
2226,2,1,5,12,26,1,1,2,35,0,0,0,190,693
2227,2,1,6,30,20,1,1,1,35,90,0,0,450,500
2229,1,1,1,60,35,3,1,1,45,100,0,0,1250,1400
2231,1,30,2,48,59,2,1,1,45,150,4000,0,660,933
2232,2,2,6,24,37,2,2,3,60,0,0,0,1000,1795
2234,1,5,1,48,34,5,1,3,57,120,9000,0,950,1290
2235,1,17,2,60,57,2,1,1,60,106,4000,0,870,979
2236,1,14,6,48,46,2,1,1,60,100,99999999,99999999,800,1651
2237,1,3,1,36,23,2,1,2,53,79,0,0,600,650
2238,1,1,1,48,34,1,1,1,45,98,6000,800,900,980
2239,1,17,2,36,38,2,1,3,75,0,19000,800,700,795
2241,1,1,5,48,22,1,1,1,35,210,0,0,1575,2082
2242,1,12,2,60,27,2,1,1,60,160,2500,270,1400,1461
2243,1,2,2,60,27,2,1,1,45,120,5000,400,1000,1140
2246,1,1,6,60,23,1,1,2,35,70,0,0,1050,1190
2247,1,3,2,60,60,2,2,4,45,67,10000,0,1000,1683
2248,1,7,5,60,27,2,1,3,45,71,0,0,1500,1800
2249,1,13,1,60,36,2,1,1,84,92,0,0,1200,1271
2250,1,15,5,24,46,2,1,1,60,158,0,0,1000,1923
2253,1,5,1,60,37,2,1,1,93,176,0,0,1800,2450
2254,1,10,2,36,56,2,2,3,90,321,26000,0,975,1576
2255,1,7,2,36,24,2,1,1,60,112,3500,0,1100,1460
2256,1,2,5,36,20,1,1,3,45,0,0,0,1000,1310
2257,2,0,1,60,28,2,1,1,53,75,0,0,1100,1168
2261,1,2,1,60,30,2,1,1,92,170,0,0,1300,1525
2262,1,20,6,60,62,2,1,4,75,140,0,0,1300,1371
2263,2,0,2,60,38,2,2,2,75,120,3500,0,1500,1702
2264,1,12,2,60,50,2,1,1,60,100,8000,0,1050,1657
2265,1,15,2,48,44,2,1,1,60,200,3500,200,800,1218
2266,2,0,1,60,41,2,2,1,95,50,7000,4000,1600,1601
2267,2,20,3,60,40,2,1,1,75,83,3000,0,1300,1435
2268,1,5,2,60,37,2,2,3,75,75,12000,0,900,1014
2269,1,18,6,48,50,2,1,3,75,62,5000,0,1700,2437
2270,1,6,5,60,24,4,1,1,45,220,3000,0,1600,1700
2271,1,5,2,36,46,2,1,3,60,100,4000,0,1100,1897
2272,1,11,1,24,26,1,1,1,59,137,2500,0,350,1158
2273,1,1,1,48,27,1,1,1,45,97,0,0,850,1000
2274,1,22,2,24,46,2,1,1,60,100,10500,0,900,1635
2275,1,2,3,48,34,2,1,1,90,170,6000,0,1280,1879
2278,1,15,6,48,60,2,1,1,60,153,0,0,450,1188
2280,1,14,1,60,46,2,1,3,67,67,0,0,1500,2250
2281,2,6,6,24,23,1,2,1,35,135,0,0,250,250
2282,1,5,1,48,29,2,1,1,78,177,4000,0,700,960
2283,2,2,5,48,28,4,1,3,35,140,0,0,1000,1100
2285,1,26,2,48,42,2,1,1,60,95,6500,0,1180,1442
2286,1,0,5,36,32,1,1,1,35,119,3000,0,1000,1345
2287,1,29,2,12,53,2,1,1,45,145,27000,0,500,1230
2288,1,4,1,48,28,1,1,1,45,100,0,0,750,954
2289,1,4,2,24,55,2,1,3,90,200,4500,0,800,1230
2291,2,8,2,60,40,2,2,1,75,96,4000,1700,2050,2050
2293,2,20,2,60,44,2,2,3,75,60,3000,0,1500,1912
2294,2,5,2,60,39,2,2,3,90,152,6000,0,1250,1600
2295,1,15,2,36,55,2,1,3,75,70,14000,600,600,850
2296,1,2,1,36,31,1,1,4,35,0,0,0,525,800
2298,1,10,2,60,41,2,1,1,75,187,2500,0,1150,1250
2299,1,21,6,60,45,3,1,1,45,110,0,0,650,1584
2300,2,2,1,18,38,2,1,2,90,148,0,0,300,400
2301,1,0,2,36,41,2,1,1,75,89,5500,0,1000,1670
2305,2,2,2,60,53,2,1,4,60,40,5000,0,850,884
2306,1,22,2,12,45,2,1,1,60,100,3000,0,400,1531
2308,2,2,2,60,29,2,2,1,60,80,4000,0,1000,1248
2311,2,14,1,36,43,2,2,1,96,212,0,0,600,750
2312,1,7,2,18,40,2,2,1,75,169,4000,400,400,1717
2313,1,8,3,48,22,2,1,1,45,120,2500,1200,880,882
2315,2,1,1,48,41,2,1,2,89,136,0,0,1070,1378
2316,1,1,2,12,28,2,1,2,45,130,18000,2500,400,2575
2317,1,14,2,60,35,2,1,1,75,205,5000,0,1350,1442
2318,1,2,6,36,26,2,1,1,35,148,4000,0,700,1300
2319,1,3,5,60,25,1,1,1,35,174,0,0,1000,1252
2322,2,0,6,36,22,1,1,1,35,0,0,0,800,800
2324,2,2,5,60,34,1,2,2,35,103,0,0,1250,1293
2325,1,3,1,48,32,2,1,1,57,121,0,0,1200,1952
2326,2,10,1,36,40,2,1,1,115,100,0,0,375,375
2327,1,1,2,42,35,2,1,1,75,54,6000,0,1000,1900
2329,1,11,2,60,26,2,1,1,45,81,4000,1800,1000,1206
2330,2,1,2,24,51,2,2,3,180,99999999,65000,0,1500,1753
2331,1,0,5,48,31,1,1,2,35,65,2500,0,1000,1560
2332,1,17,2,36,43,2,1,1,60,250,9000,0,1000,1204
2334,1,10,1,48,33,2,1,1,100,103,0,0,950,1541
2335,1,10,1,36,31,2,1,1,61,164,5000,0,1000,1440
2336,1,0,5,24,29,1,1,4,35,0,0,0,600,1243
2337,2,1,6,48,28,2,2,1,60,129,0,0,1300,1608
2338,1,4,1,60,25,1,1,1,50,150,0,0,1500,2600
2340,1,11,2,60,33,3,1,1,45,90,8000,0,850,1105
2341,1,5,6,60,31,2,1,1,75,95,2000,0,1100,1388
2343,1,0,2,18,39,2,1,1,75,47,3500,0,350,1236
2348,1,6,2,48,34,2,1,3,90,0,4500,0,1100,1192
2349,2,4,5,36,22,1,1,1,35,58,1000,0,400,525
2350,1,0,2,36,65,2,1,4,45,75,5000,0,400,935
2352,1,24,2,24,47,2,1,1,75,136,4000,0,435,935
2353,1,18,5,60,32,2,1,1,75,152,5000,0,1400,1640
2354,1,0,5,60,25,2,1,4,45,209,2000,0,900,1436
2355,1,20,2,60,41,2,1,1,75,186,8000,50,900,1700
2356,2,3,5,60,41,1,2,1,35,90,0,0,949,949
2357,2,0,2,60,23,2,1,1,45,120,4000,1000,1200,1476
2358,1,2,2,60,29,2,1,1,60,110,2000,0,1020,1648
2360,1,7,2,48,42,2,1,1,60,132,8000,720,1000,1350
2362,1,10,2,48,34,2,1,3,75,200,19000,0,750,1590
2363,1,3,5,24,29,1,1,1,35,66,0,0,300,525
2365,1,30,2,48,60,2,1,3,60,6,16000,0,1200,1636
2367,1,30,6,60,46,2,1,1,60,144,99999999,0,1350,1478
2368,2,15,2,48,50,2,1,1,60,99999999,5000,0,1800,2417
2370,1,1,1,24,24,2,1,2,50,50,0,0,350,400
2371,1,4,5,60,23,1,1,1,35,80,10000,0,1000,1559
2373,1,6,5,36,29,2,1,1,105,168,14000,0,650,679
2374,1,14,2,60,41,2,1,1,75,183,4000,1100,1500,2730
2375,1,1,5,60,24,1,1,1,35,90,0,0,800,994
2376,1,25,2,48,51,2,1,1,75,156,3000,0,700,1172
2377,1,8,2,36,31,4,1,1,35,102,3000,0,1000,1364
2378,2,5,2,60,26,1,2,3,35,142,5500,3800,950,977
2379,1,8,2,54,31,2,1,1,75,280,14000,7000,850,1050
2381,2,2,1,36,23,1,1,1,43,79,0,0,900,1000
2382,1,18,3,36,45,2,1,1,45,220,20000,0,800,1600
2383,1,10,2,36,39,2,1,1,90,122,3000,0,500,1472
2385,1,20,5,48,37,1,1,1,35,114,0,0,1200,2472
2386,2,20,1,48,45,1,1,3,35,0,0,0,900,1300
2390,1,22,2,36,45,2,1,1,75,250,10000,0,500,1026
2391,1,10,1,60,38,2,2,1,110,204,0,0,1500,1531
2392,1,20,1,24,40,2,1,1,77,165,0,0,500,1532
2393,1,20,2,36,36,2,2,1,75,130,3500,0,1500,2000
2394,1,2,5,24,26,1,1,1,35,79,0,0,590,894
2395,1,22,1,36,51,1,2,3,35,0,0,0,350,950
2396,1,7,2,60,34,4,1,1,35,96,8000,0,850,1213
2397,1,5,2,60,39,2,1,3,75,85,4000,0,1200,1463
2400,1,17,6,60,46,2,1,1,75,155,0,0,2000,2086
2401,1,8,2,24,46,2,1,3,75,0,15000,0,1000,1603
2402,1,0,2,12,22,2,1,4,75,100,50000,8000,900,2327
2403,2,0,5,36,35,2,1,3,75,0,0,0,1450,1500
2405,1,4,2,24,32,2,1,2,45,158,5500,0,500,1839
2407,1,38,1,12,66,2,1,1,79,340,0,0,700,1568
2410,2,5,5,48,24,1,1,2,35,139,2000,0,1000,1492
2411,1,12,2,60,28,2,2,1,75,110,3500,1394,900,1082
2412,2,1,5,24,23,1,1,2,35,70,0,0,500,640
2413,1,4,2,60,41,2,1,1,45,87,6500,0,1100,1670
2415,1,1,5,36,21,2,1,1,45,90,2000,0,1200,1350
2417,1,10,1,36,46,2,1,1,114,235,0,0,500,1531
2418,2,1,5,60,36,2,1,2,60,60,0,0,1400,1612
2419,1,3,1,36,20,1,1,2,58,225,0,0,1500,2050
2421,2,2,3,36,32,2,1,1,75,80,2500,0,1300,1813
2423,1,1,2,60,52,2,1,1,60,250,3000,0,1550,1850
2424,1,5,3,24,32,4,1,3,35,143,8000,0,600,1350
2427,1,11,2,36,32,2,1,1,60,101,12000,2400,965,1265
2428,2,27,2,60,58,2,1,3,60,60,15000,0,1450,1657
2429,1,19,2,60,56,2,1,1,45,169,7000,0,1400,1714
2430,2,2,1,48,48,2,2,4,109,193,0,0,1140,1143
2431,1,5,1,24,41,4,1,1,44,90,0,0,550,1319
2433,2,1,5,48,21,1,1,2,35,60,0,0,1350,1601
2434,1,6,5,48,24,1,1,1,35,107,6500,1172,1000,1200
2435,1,22,2,18,57,2,2,1,45,150,6000,0,500,1727
2438,1,3,6,36,40,2,1,1,60,90,99999999,0,400,1661
2439,1,2,2,12,32,2,1,3,45,122,5000,500,350,625
2440,1,1,5,60,30,2,1,3,60,93,0,0,1600,1647
2441,1,18,2,36,42,2,1,1,75,121,2000,150,900,1633
2443,1,17,1,48,36,2,1,1,61,162,0,0,1000,1641
2444,2,0,1,48,42,2,1,2,75,0,0,0,1300,1400
2445,1,2,5,36,24,2,2,3,45,0,0,0,1000,2223
2446,1,9,2,60,53,2,1,3,60,51,8000,3000,1450,1970
2447,1,11,1,60,29,2,1,1,74,135,0,0,1000,1097
2448,2,3,2,48,53,2,1,4,75,60,99999999,99999999,1500,1637
2449,1,2,5,60,23,1,1,1,35,106,0,0,820,1097
2450,1,32,5,42,53,2,1,3,60,160,0,0,200,829
2453,1,24,6,60,40,2,1,1,45,115,0,0,1250,1461
2454,2,1,5,30,23,1,1,3,35,60,0,0,800,1452
2455,1,15,1,48,55,3,1,1,62,173,0,0,1100,1467
