,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
23149,0.09834004699999999,40,0,0.305757289,9500.0,4,0,1,0,3.0
149578,0.032273877,83,0,0.025249867999999998,1900.0,4,0,0,0,0.0
29808,0.36593800600000004,42,1,0.19501491399999998,29166.0,13,0,1,0,0.0
98141,0.325184048,49,0,0.204569797,2800.0,6,0,0,0,1.0
114543,0.016131941,79,0,0.047036237,4166.0,7,0,0,0,1.0
75300,0.599700025,30,0,0.185185185,5210.0,4,0,0,0,0.0
63150,0.003922097,78,0,0.11965812,6200.0,6,0,1,0,0.0
15123,0.024866871000000002,55,0,933.0,,5,0,1,0,0.0
125,0.277956679,39,0,4090.0,,9,0,2,0,0.0
9549,0.480038973,54,0,0.45050450000000003,11000.0,8,0,2,0,1.0
10064,0.040129755,91,0,26.0,,3,0,0,0,0.0
21155,0.024866113999999998,60,0,0.003013423,10950.0,3,0,0,0,2.0
92232,0.9999998999999999,32,0,425.0,,4,0,0,0,0.0
69515,0.030731285,62,2,0.307046367,8216.0,11,0,2,0,1.0
27328,0.072723182,53,0,0.015815306,5500.0,1,0,0,0,5.0
93083,0.0,69,0,1632.0,,11,0,1,0,
86228,0.043024108,60,0,40.0,,2,0,0,0,0.0
29442,0.22833565600000003,39,0,0.281461096,7993.0,10,0,2,0,2.0
131558,0.002112577,38,0,0.558269136,6100.0,7,0,3,0,0.0
48664,0.022935277999999996,68,0,0.06163522,5564.0,5,0,0,0,1.0
132028,0.22941283399999998,31,0,0.394501964,2800.0,7,0,1,0,1.0
126186,0.9999998999999999,49,0,0.481748137,7916.0,7,0,1,0,1.0
100097,0.9973020429999999,39,0,0.9761263000000001,2596.0,7,0,2,0,2.0
106788,0.035910117000000005,49,0,0.135396296,8692.0,5,0,1,0,2.0
82921,0.484460622,39,0,0.34006946600000004,3166.0,6,0,1,0,2.0
31703,0.012691045,28,0,253.0,,5,0,0,0,0.0
18743,0.0,41,0,0.587462301,4641.0,15,0,1,0,2.0
68821,0.6348773839999999,33,0,0.11613517400000001,2100.0,3,0,0,0,0.0
125639,0.41244151700000004,41,0,0.766310795,5900.0,12,0,3,0,0.0
32884,0.257157837,70,0,0.601638505,3905.0,9,0,1,0,0.0
40045,0.001162131,72,0,1170.0,,5,0,1,0,
72033,0.771153742,54,0,0.8122176390000001,5090.0,6,0,2,0,3.0
53930,0.048179627999999995,84,1,0.009471433000000001,3272.0,4,0,0,0,0.0
49995,0.260815382,45,1,0.54610564,5584.0,7,0,2,0,2.0
83937,0.046127544000000006,39,0,0.029713816,7302.0,3,0,0,0,2.0
136720,0.006684601,44,0,0.157145069,6458.0,7,0,1,0,1.0
63938,0.9999998999999999,48,0,0.00462525,9512.0,1,0,0,0,0.0
53191,0.0,55,0,0.21621621600000002,8583.0,10,0,1,0,0.0
117832,0.9925683829999999,61,4,2735.0,,7,0,1,0,0.0
6392,0.034264382,66,0,0.352517986,1667.0,4,0,0,0,0.0
71784,0.017997231000000002,39,0,0.23395077399999997,3940.0,3,0,1,0,1.0
87402,0.261635998,36,0,0.145317337,5167.0,6,0,1,0,2.0
46482,0.101997243,46,0,0.597536837,4546.0,6,0,1,0,1.0
123179,0.763235885,60,0,0.499251945,6683.0,10,0,2,0,0.0
144195,0.0,21,0,0.0,1.0,1,0,0,0,1.0
27557,0.9141264170000001,54,0,2141.0,,6,0,1,0,2.0
87323,0.322707372,44,0,0.7235378029999999,3504.0,6,0,1,0,0.0
23798,0.040908595,59,0,0.294341132,5000.0,14,0,1,0,0.0
104329,0.311101046,47,0,0.269654088,7631.0,9,0,1,0,3.0
11947,0.058760190999999996,26,0,0.319736053,1666.0,4,0,0,0,0.0
44146,0.36350125200000005,71,0,0.249824138,9950.0,9,0,0,0,0.0
30726,0.9999998999999999,45,0,160.0,,3,0,0,0,0.0
65420,0.878510835,32,0,0.18616276699999998,5000.0,8,0,0,0,1.0
60744,0.020826997,79,0,0.009998,5000.0,5,0,0,0,0.0
32093,0.09901873300000001,46,0,2322.0,,7,0,1,0,2.0
140188,0.21997471600000001,83,0,60.0,,9,0,0,0,
119427,0.041917754,61,0,0.537667411,3583.0,6,0,1,0,1.0
138819,0.5065545770000001,52,1,0.29280086,11167.0,8,0,1,0,3.0
111007,0.9999998999999999,35,0,0.083631409,5870.0,5,0,0,0,2.0
5096,0.062293771,35,0,1130.0,,4,0,1,0,0.0
110335,0.7654726620000001,48,0,0.8418112320000001,3400.0,14,0,2,0,1.0
2449,0.311908921,57,0,0.038740315,4000.0,1,0,0,0,1.0
2041,0.021748641000000003,88,0,10.0,,3,0,0,0,
103305,0.1360915,66,0,0.149884976,5650.0,11,0,0,0,0.0
37374,0.0,79,0,0.0,,3,0,0,0,0.0
102360,0.0,59,0,1258.0,,9,0,1,0,
72341,0.02818631,64,0,0.110648225,6000.0,4,0,0,0,0.0
43835,0.234124158,49,0,0.8400319940000001,5000.0,12,0,2,0,3.0
37378,0.326446219,62,0,0.441016852,3500.0,13,0,2,0,0.0
133238,0.302012562,47,0,0.329237858,5208.0,3,0,2,0,0.0
27108,0.097848465,51,0,0.18594081399999998,9900.0,6,0,1,0,0.0
5956,0.9999998999999999,35,0,0.0,5326.0,0,0,0,0,1.0
108824,0.029475287000000003,74,1,0.007554193000000001,9133.0,12,0,0,0,3.0
138479,0.002957608,75,0,0.411035586,2500.0,6,0,1,0,0.0
122500,0.516566393,38,0,0.087309315,3080.0,6,0,0,0,1.0
33164,0.36356652799999994,49,0,0.404664939,2700.0,7,0,0,0,2.0
133460,0.850498086,35,0,0.93697004,3537.0,17,0,1,0,3.0
68264,0.072498993,66,0,0.009909795,15741.0,8,0,0,0,0.0
24126,0.05081326,53,0,0.49640041100000004,5833.0,5,0,1,0,2.0
20815,0.898844124,51,0,0.35006605,9083.0,12,0,1,0,0.0
14328,0.0,39,0,0.646680942,1400.0,4,0,1,0,0.0
63894,0.051207830999999995,72,0,1314.0,,4,0,1,0,0.0
37802,0.00881738,47,0,0.753881988,6439.0,6,0,2,0,2.0
37453,0.030990623,48,0,0.41250334,3742.0,12,0,1,0,0.0
20032,0.749722325,70,0,1064.0,,3,0,1,0,0.0
24761,0.03229677,59,0,0.0008570610000000001,10500.0,3,0,0,0,0.0
7834,0.225998676,74,0,0.067386523,5000.0,7,0,0,0,0.0
85563,0.140376193,50,0,0.443192948,4083.0,5,0,1,0,1.0
148974,0.0033897859999999997,64,0,0.320981072,3750.0,20,0,2,0,0.0
61160,0.161181919,55,0,1.061340942,700.0,10,0,1,0,1.0
71107,0.026094997,29,0,0.459672044,7500.0,8,0,1,0,0.0
62435,0.929886379,59,0,2.638590352,4000.0,16,0,4,0,1.0
106267,0.611901582,56,3,0.38283949700000003,13600.0,15,0,2,0,0.0
11896,0.0,59,0,0.114118118,7500.0,5,0,2,0,0.0
125140,0.572500463,54,0,0.432730241,7350.0,9,0,1,0,1.0
73807,0.101103504,54,0,0.551976377,14900.0,24,0,4,0,6.0
89322,0.0,44,0,0.0017205120000000002,5230.0,2,0,0,0,0.0
116411,0.081791821,76,0,24.0,,1,0,0,0,
78535,0.0,43,0,0.164103076,10011.0,8,0,1,0,1.0
54348,0.0,56,0,0.382927665,8750.0,19,0,2,0,1.0
104889,0.001856878,45,0,0.24609713800000002,4611.0,2,0,1,0,0.0
82786,0.261911637,48,0,2415.0,1.0,14,0,2,0,0.0
10903,0.030665644,64,0,781.0,,3,0,1,0,0.0
91560,0.621926832,29,0,0.133507328,4980.0,5,0,0,0,0.0
89756,0.0,67,0,0.0,,1,0,0,0,0.0
55565,0.9999998999999999,45,0,0.287420161,3600.0,6,0,1,0,4.0
99238,0.001097093,43,0,0.29613407,5250.0,8,0,1,0,0.0
63444,0.11453222,46,0,0.45350929799999995,3333.0,8,0,1,0,2.0
90091,0.023537505,65,0,35.0,,7,0,0,0,0.0
47640,0.38079630700000006,61,0,0.494715795,3500.0,7,0,1,0,1.0
95765,0.0,64,0,2226.0,,9,0,1,0,0.0
80345,1.007165472,34,0,0.5043323710000001,4500.0,6,0,1,0,3.0
124915,0.11938806099999999,53,0,1.182847896,1235.0,5,0,0,0,2.0
130533,1.02997003,31,5,0.259896042,2500.0,8,0,0,0,2.0
77780,0.5312022679999999,74,0,0.288194092,9850.0,15,0,1,0,0.0
72766,0.5660716170000001,42,1,0.704777295,9900.0,13,1,4,0,2.0
137334,0.9234335490000001,60,0,874.0,,10,0,1,0,
38224,0.976404719,39,0,0.236906077,4524.0,4,1,0,0,3.0
125165,0.38338857299999995,62,0,0.525458248,5400.0,13,0,2,0,1.0
145631,0.199559364,48,0,0.14310711199999998,8000.0,6,0,0,0,4.0
82263,0.049008087,49,0,3788.0,,7,0,1,0,0.0
43243,0.091313403,58,0,0.117600941,2550.0,9,0,0,0,0.0
61774,0.020844026,52,0,0.47544929399999997,6231.0,15,0,3,0,3.0
15941,0.93513199,50,0,0.456463878,5259.0,9,0,1,0,1.0
4244,0.035297356,37,1,0.526669655,2230.0,8,0,1,0,2.0
9829,0.019975681999999998,74,0,2160.0,,13,0,2,0,0.0
42827,0.143435159,59,0,0.860308025,3700.0,31,0,3,0,0.0
61911,0.020706211999999998,76,0,18.0,,4,0,0,0,0.0
26017,0.165043689,60,0,3586.0,,12,0,3,0,0.0
146358,0.061313997,49,0,0.22295918399999998,11759.0,6,0,2,0,2.0
6937,0.325173986,43,0,1723.0,1.0,13,0,1,0,2.0
132551,0.08296153,48,0,0.41876353899999996,6000.0,11,0,3,0,4.0
30096,0.116198212,47,0,1688.0,,10,0,1,0,0.0
89532,0.206953429,79,0,0.206698325,4000.0,8,0,0,0,0.0
39939,0.006139370999999999,58,0,0.14401057,20435.0,15,0,2,0,2.0
24559,0.017627087,41,0,0.299092121,15750.0,10,0,3,0,1.0
114512,0.028134074,41,0,0.441079846,7000.0,10,0,2,0,2.0
79344,0.0,51,2,2579.0,0.0,10,0,1,0,1.0
140989,0.022774285,56,0,0.19268598,11183.0,9,0,1,0,2.0
77175,0.061673124,59,0,0.6959204659999999,2916.0,18,0,2,0,0.0
41294,0.421852341,41,1,0.48789158,4500.0,6,0,1,0,3.0
135880,0.25475713699999997,63,0,0.307609017,10158.0,15,0,2,0,0.0
67129,0.04094217,61,0,0.136618472,10166.0,8,0,1,0,0.0
34123,0.077019902,40,0,0.231659825,9500.0,7,0,1,0,3.0
147745,0.935953351,60,0,1.124352332,4631.0,25,0,1,0,1.0
72545,0.05909659,60,0,61.0,,1,0,0,0,0.0
11335,0.03189138,28,0,0.195957327,1780.0,4,0,0,0,0.0
138796,0.014435251000000001,52,0,0.236635115,7500.0,20,0,2,0,0.0
112846,0.136363275,55,0,0.37048147600000003,6666.0,18,0,2,0,0.0
127047,0.29759370399999996,28,0,0.140053524,5604.0,5,0,0,0,0.0
120154,0.078231635,50,2,0.017998,9000.0,11,0,0,0,1.0
112233,0.004674301,55,0,2317.0,,11,0,2,0,0.0
94763,0.015934273,63,0,1062.0,,13,0,1,0,0.0
132600,0.0,69,0,3136.0,,7,0,1,0,0.0
104210,0.0,55,0,0.681772742,3000.0,6,0,1,0,0.0
101080,0.009568208,49,0,0.009824860999999999,2340.0,8,0,0,0,0.0
3027,0.018858438999999998,66,0,0.094403324,7700.0,16,0,0,0,0.0
18055,0.586922147,56,2,0.18454935600000003,2096.0,9,0,0,0,1.0
70697,0.127277463,37,0,0.304017372,920.0,9,0,0,0,0.0
1593,0.284951627,52,0,0.38013188700000006,4700.0,9,0,1,0,0.0
43371,0.11737963900000001,51,0,0.441136518,8833.0,14,0,2,0,4.0
47232,0.0,23,0,0.0,2917.0,1,0,0,0,0.0
60107,0.85952788,72,0,1.7126197419999998,2400.0,16,0,1,0,0.0
44671,0.51969605,59,1,4174.0,,11,0,1,0,0.0
42786,0.019291848,54,0,863.0,,8,0,2,0,0.0
111631,0.10589304699999999,51,2,0.7512274959999999,610.0,13,0,0,0,0.0
7199,0.18275941199999998,77,0,166.0,,4,0,0,0,0.0
105016,0.6275400210000001,41,0,0.650562266,2400.0,13,0,2,0,0.0
110586,0.775814487,48,1,0.417757417,13751.0,10,0,2,0,2.0
65798,0.071540813,61,0,0.230259858,9966.0,8,0,1,0,0.0
95105,0.036903706,58,0,0.20236564699999998,23333.0,9,0,2,0,1.0
28830,0.011889543,51,0,0.079124958,35563.0,15,0,1,0,3.0
53507,0.988622728,38,0,0.32350349100000003,14750.0,16,0,4,0,1.0
34014,0.049829912999999997,28,0,0.18539477199999999,3710.0,7,0,0,0,0.0
145481,0.299680591,42,0,0.432439939,7200.0,11,0,2,0,4.0
36038,0.754351531,55,1,0.427683284,17049.0,5,0,2,0,2.0
29424,0.38922155700000005,34,1,0.184345282,4100.0,3,2,0,1,0.0
38066,0.907339511,36,0,0.6192724239999999,3600.0,9,0,0,0,0.0
1898,0.0,48,0,0.0,,2,0,0,0,0.0
56227,0.361417363,28,0,0.166996265,4550.0,4,0,0,0,0.0
34920,0.002056304,47,0,498.0,,5,0,1,0,3.0
106175,0.087202302,57,0,0.314210902,4200.0,14,0,2,0,0.0
145478,0.36656667299999995,39,0,0.413366931,8333.0,13,0,1,0,2.0
125252,0.028630072000000003,45,0,0.125099421,8800.0,3,0,1,0,3.0
3427,0.0,43,0,0.33962893,9000.0,2,0,1,0,1.0
136865,0.274933597,41,0,0.187703074,4000.0,5,0,0,0,0.0
45395,0.017080619,39,0,2148.0,,10,0,2,0,0.0
124413,0.22742076100000003,29,0,0.11366028199999999,4750.0,11,0,0,0,0.0
148469,0.607928479,46,0,0.027375486,5661.0,3,2,0,1,2.0
15443,0.013149671000000002,65,0,0.003461006,4333.0,2,0,0,0,1.0
6812,0.029766941,33,0,0.00219956,5000.0,1,0,0,0,0.0
24787,0.351828704,50,0,0.208026663,7200.0,13,0,0,1,2.0
23146,0.089408258,56,0,0.244935543,3800.0,8,0,1,0,3.0
149882,0.018149093,70,0,1091.0,,4,0,1,0,0.0
58425,0.083423841,36,0,0.330720381,10077.0,9,0,1,0,0.0
141157,0.028061499,37,0,0.447695684,4100.0,9,0,1,0,0.0
100786,0.063573607,78,0,223.0,0.0,19,0,0,0,0.0
41106,0.015445455,83,0,0.012851023,2100.0,6,0,0,0,0.0
11935,0.327018472,37,0,0.40251949600000003,5000.0,9,0,1,0,0.0
141874,0.304043782,56,0,0.363370321,8200.0,5,0,2,0,0.0
96271,0.062493991,49,0,0.47769621700000003,7083.0,7,0,3,0,3.0
21616,0.9999998999999999,35,1,1899.0,,10,0,1,0,0.0
102354,0.276352077,45,0,0.677760169,3785.0,16,0,1,0,0.0
141197,0.031492336,40,0,0.136520959,7800.0,15,0,1,0,3.0
23059,0.408718414,51,0,1.958733205,2083.0,13,0,3,0,1.0
29223,0.378025679,67,0,0.46760471200000003,3055.0,9,0,1,0,0.0
126913,0.612088175,40,1,1.091497573,8032.0,23,0,5,0,2.0
12362,0.11265832199999999,53,0,2650.0,,6,0,3,0,0.0
70331,0.111571597,35,0,0.603897686,4104.0,16,0,1,0,2.0
43309,0.35425259600000003,64,0,0.179518184,10750.0,8,0,2,0,0.0
64469,0.025655592,44,0,0.437427095,6000.0,8,0,1,0,0.0
34990,0.064003696,82,0,1754.0,,15,0,1,0,0.0
38184,0.44495050700000005,50,0,0.734053189,5000.0,8,0,2,0,3.0
94152,0.854024364,39,0,0.421487603,9800.0,14,0,2,0,2.0
140959,0.0,74,0,0.0,2875.0,5,1,0,0,0.0
45577,0.129975958,57,0,0.22011486600000002,7486.0,10,0,1,0,2.0
35860,0.024461978,50,0,0.19322479899999997,6080.0,8,0,1,0,0.0
115512,0.08388455,52,0,0.18660053100000001,14313.0,17,0,2,0,2.0
35367,0.059235910999999995,29,0,0.34460923200000004,6000.0,8,0,1,0,0.0
120203,0.016763582,70,0,0.200861273,3250.0,8,0,1,0,0.0
39328,0.037646173,45,0,0.233418509,9000.0,8,0,0,0,4.0
99414,0.9999998999999999,25,0,0.021924482000000002,820.0,1,0,0,0,0.0
95186,0.823191184,44,0,0.42128246399999997,4350.0,6,0,0,0,1.0
48032,0.019275623999999998,71,1,0.39863436799999996,6150.0,27,0,1,0,1.0
56416,0.028083496,77,0,0.30942541,7500.0,16,0,1,0,0.0
48683,0.33518428699999997,48,0,0.524146813,9317.0,13,0,2,0,1.0
100634,1.56261343,57,1,68.0,,2,1,0,2,0.0
116823,0.029752025,48,0,0.18205453,15000.0,16,0,2,0,1.0
19737,0.9500997999999999,55,0,0.09897109300000001,4081.0,2,3,0,0,0.0
58204,0.040991802,88,0,0.057992565,1344.0,3,0,0,0,0.0
122022,0.43615187200000005,47,0,0.16808993600000002,9250.0,4,0,1,0,0.0
35605,0.013525632,41,0,0.287271273,10000.0,9,0,2,0,0.0
69995,0.202520643,24,0,0.12062466300000001,3713.0,3,0,0,0,0.0
20185,0.08903719199999999,66,0,0.449528937,5200.0,16,0,2,0,0.0
24197,0.039858204,43,0,0.534659621,3216.0,9,0,1,0,3.0
110146,0.079440102,27,0,168.0,,4,0,0,0,0.0
146472,0.002882183,40,0,0.735694823,2935.0,7,0,2,0,1.0
3804,0.004483418,73,0,0.000999833,6000.0,5,0,0,0,1.0
55386,0.5459797789999999,43,0,0.230565838,3781.0,9,0,0,0,0.0
138413,0.830033993,43,0,0.14735291,9500.0,5,0,0,0,0.0
64127,0.0,49,0,0.288285444,6333.0,10,0,1,0,4.0
141379,0.02890447,62,0,0.004142265,7000.0,7,0,0,0,0.0
44107,0.12185228699999999,52,0,0.2332705,8487.0,9,0,1,0,0.0
32444,0.049587702000000004,38,0,0.005199307,7500.0,6,0,0,0,0.0
119387,0.302072845,45,0,0.472505499,5000.0,5,0,1,0,0.0
54997,0.298509595,58,0,0.35096478200000003,7410.0,6,0,1,0,1.0
42212,0.0,73,0,0.0,1642.0,2,0,0,0,0.0
100831,0.858136243,57,0,0.542513265,7726.0,21,0,1,0,0.0
68446,0.135171721,60,0,0.021733995,8465.0,6,0,0,0,0.0
20749,0.457903089,36,0,0.679787954,8865.0,14,0,3,0,1.0
78363,0.517474126,48,0,0.209844182,20600.0,13,0,2,0,3.0
146121,0.439209788,56,1,0.426906623,13557.0,14,0,2,0,3.0
31072,0.16822137,45,0,0.33321358,5566.0,10,0,1,0,1.0
91190,0.001434945,53,0,0.219703978,2161.0,8,0,0,0,1.0
116026,0.344449094,45,0,2779.0,,7,0,1,0,0.0
1132,0.612030682,74,2,0.76967187,3138.0,10,1,2,0,0.0
4546,0.727114935,49,0,0.02879712,10000.0,2,0,0,0,0.0
54036,0.019741299,80,0,0.005141388,3500.0,9,0,0,0,0.0
67815,0.221894163,38,0,0.048968171,14294.0,6,0,0,0,0.0
147453,0.0035427559999999998,73,0,1652.0,,6,0,2,0,0.0
62716,0.011334133,52,0,0.341731654,5000.0,15,0,1,0,0.0
77971,0.067643595,72,0,0.114402073,2700.0,10,0,0,0,1.0
13074,0.047859352,44,0,69.0,,6,0,0,0,0.0
101841,0.9663779929999999,44,1,0.304822706,13000.0,6,0,1,0,0.0
149972,0.058000533,83,0,0.013997201,5000.0,6,0,0,0,0.0
118493,0.206215912,33,0,0.154842451,5172.0,7,1,0,0,2.0
60566,0.9999998999999999,40,0,0.316181301,4566.0,4,0,0,0,3.0
73978,0.066124846,45,0,0.307411908,9875.0,5,0,1,0,2.0
52374,0.53493959,57,0,1.6143856140000001,1000.0,4,0,0,0,2.0
39804,0.9999998999999999,79,0,0.03992016,500.0,2,0,0,0,0.0
27943,0.00159996,47,0,0.13562328699999998,6200.0,4,0,1,0,1.0
81404,0.027289442,57,0,0.072650522,4500.0,8,0,0,0,0.0
100005,0.9999998999999999,42,0,1816.0,,3,0,1,0,0.0
118176,0.073913587,45,0,2035.0,,8,0,1,0,0.0
64493,0.022551992000000003,33,0,0.16789736,10833.0,11,0,2,0,0.0
145774,0.029496964,62,0,1235.0,1.0,10,0,1,0,0.0
121492,0.063354996,52,0,0.16260287699999998,13000.0,14,0,1,0,3.0
55267,0.9999998999999999,60,0,1423.0,,2,1,1,0,1.0
31575,0.430116569,56,3,4761.0,,6,0,2,0,0.0
51216,0.16651559900000001,41,0,1853.0,1.0,3,0,1,1,0.0
114262,0.063286411,59,0,0.564591181,4512.0,18,0,2,0,0.0
130394,0.377324599,59,0,0.40681745799999997,9416.0,19,0,1,0,1.0
115131,0.030687845,66,0,0.14497868,6800.0,10,0,1,0,0.0
25325,0.036316307,62,0,0.026752312,14166.0,8,0,0,0,1.0
86538,1.027746532,37,1,0.670195871,5666.0,9,0,2,0,2.0
24529,0.983842674,55,1,0.454880295,3800.0,4,2,2,0,3.0
93133,0.037749142,47,1,0.618680377,3500.0,11,0,2,0,0.0
8967,0.000588209,88,0,0.0,,8,0,0,0,
103407,0.010956481,70,0,0.268609865,2229.0,9,0,1,0,0.0
43507,0.391690208,60,0,0.47696025299999995,12000.0,9,0,2,0,1.0
61942,0.21284005,76,0,0.29992501899999996,4000.0,10,0,1,0,0.0
22269,0.017904509,50,0,526.0,,5,0,0,0,0.0
94840,0.527444317,60,1,0.235255995,4628.0,10,0,0,1,0.0
76296,0.7338742009999999,44,0,0.148036732,6315.0,5,0,0,0,0.0
128650,0.299960005,58,1,1060.0,,6,0,1,0,0.0
67033,0.010501043,47,0,0.00539892,5000.0,6,0,0,0,2.0
59244,0.02159721,56,0,1521.0,,12,0,1,0,0.0
72073,0.507967673,46,0,0.27054045600000004,3200.0,7,0,0,0,1.0
79581,0.39062662600000003,82,0,0.099459135,6655.0,8,0,0,0,0.0
91173,0.078957894,46,0,88.0,,2,0,0,0,
54482,0.22354727600000002,68,0,3357.0,,5,0,2,0,0.0
73761,0.032951568,77,0,1437.0,,7,0,1,0,0.0
23858,0.03907252,69,0,0.072256305,4400.0,14,0,0,0,0.0
148503,0.5771684570000001,29,0,0.255973055,9500.0,10,0,1,0,2.0
81894,0.6837233220000001,62,0,0.453891526,6950.0,6,0,1,0,0.0
41543,0.017406575,72,0,0.028437725,11111.0,9,0,0,0,1.0
148734,0.041735062,45,0,1888.0,0.0,7,0,1,0,2.0
141449,0.019997728,29,0,0.002776235,1800.0,3,0,0,0,0.0
90502,0.000405974,54,0,0.0,6416.0,2,0,0,0,0.0
144974,0.071967694,62,0,0.26752583,9000.0,7,0,1,0,0.0
149223,0.020893321,45,0,0.536554884,4800.0,13,0,1,0,1.0
52644,0.681493152,45,0,0.133287765,2925.0,4,0,0,0,0.0
60550,0.9999998999999999,31,0,0.0,564.0,1,0,0,0,0.0
42515,0.020871968,72,0,16.0,,3,0,0,0,0.0
125921,0.286729374,47,0,0.670806146,4750.0,9,0,2,0,3.0
134324,0.386939695,65,0,0.35878639799999995,9821.0,13,0,1,0,1.0
52221,0.577757437,28,0,0.390379278,1080.0,6,0,0,0,0.0
23699,0.057233155,52,0,69.0,0.0,11,0,0,0,0.0
133056,0.98676974,44,0,0.559188847,3944.0,12,0,1,0,1.0
45513,0.737138504,36,0,0.665497508,5416.0,9,0,2,0,1.0
36104,0.041268337,54,0,0.036801454,2200.0,16,0,0,0,0.0
60681,0.5644474389999999,54,0,0.624791736,3000.0,22,0,0,0,0.0
36726,0.9999998999999999,64,0,0.209159178,8122.0,3,0,1,0,1.0
45898,0.7800070290000001,58,0,0.61121004,11792.0,9,0,2,0,0.0
14506,0.008249794,71,0,0.001999556,4500.0,4,0,0,0,0.0
137647,0.21207773600000002,80,0,0.323477101,4497.0,5,0,1,0,0.0
74913,0.001540009,59,0,0.213690063,8633.0,11,0,2,0,0.0
90998,0.081035313,64,0,0.282907662,4580.0,8,0,1,0,0.0
16756,0.011973369,61,0,0.260369815,2000.0,12,0,1,0,0.0
24284,0.78989011,52,0,0.309924147,15819.0,14,0,4,0,2.0
22380,0.014912395,27,0,0.428785607,2000.0,7,0,0,0,0.0
106190,0.113683563,30,0,0.134703897,3258.0,4,0,0,0,1.0
24706,0.43056971200000005,39,0,0.604647247,5938.0,10,0,2,0,0.0
432,0.686083014,57,0,0.16069592,11667.0,6,1,1,0,2.0
39891,0.11405537199999999,38,0,0.292531339,9492.0,8,0,2,0,3.0
23588,0.03134968,39,0,0.018817995,3400.0,8,0,0,0,2.0
126675,0.037158087,69,0,0.29603547199999997,3833.0,9,0,0,0,1.0
63006,0.030029700000000003,74,0,841.0,,13,0,1,0,
3050,0.129693515,60,0,0.425595734,6000.0,7,0,1,0,0.0
19149,0.146717457,64,0,0.534586166,2500.0,5,0,1,0,0.0
107405,0.16349045199999998,64,0,0.638951877,3968.0,11,0,2,0,0.0
147914,0.049598196,66,0,0.192802057,3500.0,4,0,1,0,1.0
88126,0.643107744,42,0,0.732863357,6666.0,12,0,3,0,0.0
6068,0.9999998999999999,48,0,403.0,,3,0,0,0,
8621,0.098939609,40,0,111.0,,7,0,0,0,0.0
37777,0.0,33,0,0.07312509,6946.0,3,0,1,0,1.0
76507,0.5223067570000001,62,1,5771.0,,15,0,2,0,0.0
124835,0.12329589,42,0,3409.0,0.0,7,0,2,0,3.0
22474,0.053506869000000006,44,0,0.319654428,8333.0,13,0,2,0,0.0
59647,0.35106232600000004,62,0,0.285559036,15642.0,9,0,3,0,1.0
18119,0.021806627000000002,49,0,0.277595352,7917.0,16,0,2,0,3.0
122939,0.235601423,75,0,0.220448315,6200.0,5,0,1,0,1.0
77,0.12229593300000001,29,0,0.694646949,4800.0,5,0,1,0,0.0
134534,0.277032266,44,0,0.612191025,4166.0,9,0,1,0,0.0
35929,0.189344835,60,0,0.7017163809999999,6000.0,15,0,2,0,0.0
86294,0.0,52,0,0.822870852,2500.0,8,0,1,0,0.0
31224,0.055954467,59,0,1.3337774820000001,1500.0,17,0,2,0,0.0
145972,0.5491874170000001,61,0,5.825978351,1200.0,18,0,2,0,3.0
30179,0.011693638999999999,70,0,36.0,,16,0,0,0,0.0
65330,0.067907235,72,0,0.282108805,3565.0,3,0,1,0,0.0
90657,0.173026158,33,0,0.285220869,5500.0,7,0,2,0,0.0
141529,0.9999998999999999,48,0,2257.0,,9,0,2,0,0.0
115875,0.005575531999999999,39,2,0.363663177,6780.0,8,1,2,0,1.0
26464,0.09339013,51,0,0.17628090300000002,2790.0,5,0,0,1,1.0
123675,0.109551254,66,0,0.164490862,10723.0,4,0,1,0,1.0
145638,0.121694988,59,0,0.272658854,9300.0,17,0,1,0,1.0
54063,0.0015948960000000002,51,0,0.21418135800000002,10266.0,8,0,1,0,3.0
67703,0.0,52,0,0.558723885,7083.0,4,0,1,0,2.0
15782,0.614176728,54,2,0.519765999,5640.0,11,0,2,0,1.0
144043,0.18555949,68,0,9978.0,,8,0,1,0,
129985,0.0,35,0,0.28915381,12833.0,8,0,2,0,2.0
131997,0.00741997,34,0,475.0,,6,0,0,0,0.0
101283,1.00742751,43,0,0.536492701,5000.0,7,0,1,0,1.0
14491,0.459082445,49,0,0.62715691,6200.0,9,0,3,0,0.0
90600,0.05637323,50,1,0.096994781,5556.0,6,1,1,1,2.0
133909,0.015669871999999998,76,0,0.008264463,3750.0,7,0,0,0,0.0
130162,1.219560878,40,0,0.2826,4999.0,5,0,1,0,0.0
42075,0.369844089,36,0,0.733706517,2500.0,11,0,2,0,0.0
138616,0.222515877,38,0,0.295745921,3431.0,5,0,0,0,1.0
82716,0.11439986,79,0,1062.0,,21,0,1,0,0.0
15645,0.9999998999999999,66,2,0.0,4052.0,0,1,0,1,1.0
25328,0.0,35,0,0.99823384,2830.0,5,0,1,0,0.0
33012,0.255902668,54,0,0.21684948899999998,13400.0,5,0,1,0,5.0
103064,0.39031148600000004,67,0,1763.0,,7,0,2,0,0.0
